Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
WHITEWATER,29 Pasir Ris Street 72  #04-19 ,1,111,Strata,830000,-,7477,695,2018-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
THE ESPARIS,9B Pasir Ris Drive 4  #03-25 ,1,136,Strata,1068000,-,7853,730,2018-04,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #10-07 ,1,109,Strata,875000,-,8028,746,2018-04,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
ARC AT TAMPINES,17 Tampines Avenue 8  #16-28 ,1,72,Strata,730000,-,10139,942,2018-04,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,HDB,18,52,529602,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #12-02 ,1,106,Strata,820000,-,7736,719,2018-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518764,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #05-26 ,1,106,Strata,815000,-,7689,714,2018-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
PINEVALE,6 Tampines Street 73  #05-01 ,1,120,Strata,900000,-,7500,697,2018-04,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
PINEVALE,4 Tampines Street 73  #02-04 ,1,120,Strata,888000,-,7400,687,2018-04,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528824,East Region,Tampines
PINEVALE,4 Tampines Street 73  #02-01 ,1,145,Strata,1120000,-,7724,718,2018-04,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528824,East Region,Tampines
EASTVALE,39 Pasir Ris Drive 3  #01-01 ,1,126,Strata,958000,-,7603,706,2018-04,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519495,East Region,Pasir Ris
PINEVALE,2 Tampines Street 73  #13-04 ,1,120,Strata,930000,-,7750,720,2018-04,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528823,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #11-07 ,1,158,Strata,1320000,-,8354,776,2018-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
EASTVALE,35 Pasir Ris Drive 3  #03-05 ,1,102,Strata,810000,-,7941,738,2018-04,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
WATERCOLOURS,25 Pasir Ris Link  #12-12 ,1,174,Strata,1260000,-,7241,673,2018-04,Executive Condominium,99 Yrs From 10/01/2012,2014,Resale,Private,18,51,518150,East Region,Pasir Ris
EASTVALE,37 Pasir Ris Drive 3  #03-04 ,1,102,Strata,780000,-,7647,710,2018-03,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519494,East Region,Pasir Ris
PINEVALE,10 Tampines Street 73  #13-03 ,1,129,Strata,940000,-,7287,677,2018-03,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528827,East Region,Tampines
PINEVALE,10 Tampines Street 73  #06-03 ,1,129,Strata,920000,-,7132,663,2018-03,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528827,East Region,Tampines
PINEVALE,12 Tampines Street 73  #10-01 ,1,119,Strata,870000,-,7311,679,2018-03,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528828,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #07-21 ,1,112,Strata,822000,-,7339,682,2018-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518769,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #04-19 ,1,136,Strata,1090000,-,8015,745,2018-03,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519463,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #09-09 ,1,120,Strata,943888,-,7866,731,2018-03,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #01-22 ,1,117,Strata,880000,-,7521,699,2018-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518769,East Region,Pasir Ris
EASTVALE,35 Pasir Ris Drive 3  #05-05 ,1,102,Strata,808000,-,7922,736,2018-03,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #01-03 ,1,130,Strata,890000,-,6846,636,2018-03,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529862,East Region,Tampines
THE ESPARIS,9B Pasir Ris Drive 4  #03-28 ,1,136,Strata,1060000,-,7794,724,2018-02,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519464,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #09-06 ,1,90,Strata,830000,-,9222,857,2018-02,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529862,East Region,Tampines
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #06-03 ,1,90,Strata,880000,-,9778,908,2018-02,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529868,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #08-01 ,1,128,Strata,1100000,-,8594,798,2018-02,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529866,East Region,Tampines
THE EDEN AT TAMPINES,25 Tampines Street 34  #04-16 ,1,116,Strata,945000,-,8147,757,2018-02,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines
THE ESPARIS,9A Pasir Ris Drive 4  #06-21 ,1,120,Strata,920000,-,7667,712,2018-02,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
WHITEWATER,23 Pasir Ris Street 72  #03-05 ,1,105,Strata,800000,-,7619,708,2018-02,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
